交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,報酬 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %,持續時間（K線）
3901,空頭進場,2024-09-30 13:05,S_Add,22426,1,1121300,5410,0.48,5480,0.49,-370,-0.03,1553090,388.27,4
3902,空頭出場,2024-09-30 13:25,S_Exit_G,22317,1,1120350,4460,0.40,4530,0.40,-1020,-0.09,1557570,389.39,2
3902,空頭進場,2024-09-30 13:15,S_G_進,22407,1,1120350,4460,0.40,4530,0.40,-1020,-0.09,1557570,389.39,2
3903,空頭出場,2024-09-30 15:10,S_Exit,22416,1,1116300,-4540,-0.41,580,0.05,-4520,-0.40,1553030,388.26,5
3903,空頭進場,2024-09-30 13:30,S_Cmd,22326,1,1116300,-4540,-0.41,580,0.05,-4520,-0.40,1553030,388.26,5
3904,空頭出場,2024-10-01 02:00,S_Cmd_Fast,22167,1,1107050,-1340,-0.12,3330,0.30,-4170,-0.38,1551690,387.92,44
3904,空頭進場,2024-09-30 22:20,S_Cmd,22141,1,1107050,-1340,-0.12,3330,0.30,-4170,-0.38,1551690,387.92,44
3905,空頭出場,2024-10-02 02:00,S_Cmd_Fast,22043,1,1096850,-5340,-0.49,2430,0.22,-5720,-0.52,1546350,386.59,46
3905,空頭進場,2024-10-01 22:10,S_Cmd,21937,1,1096850,-5340,-0.49,2430,0.22,-5720,-0.52,1546350,386.59,46
3906,多頭出場,2024-10-04 23:15,L_Cmd_Fast,22441,1,1124750,-2740,-0.24,2030,0.18,-2770,-0.25,1543610,385.90,3
3906,多頭進場,2024-10-04 23:00,L_Cmd,22495,1,1124750,-2740,-0.24,2030,0.18,-2770,-0.25,1543610,385.90,3
3907,多頭出場,2024-10-07 09:45,L_Exit,22682,1,1139550,-5490,-0.48,780,0.07,-5470,-0.48,1538120,384.53,2
3907,多頭進場,2024-10-07 09:35,L_Cmd,22791,1,1139550,-5490,-0.48,780,0.07,-5470,-0.48,1538120,384.53,2
3908,多頭出場,2024-10-07 15:15,L_Cmd_Fast,22707,1,1137050,-1740,-0.15,2380,0.21,-1920,-0.17,1536360,384.09,19
3908,多頭進場,2024-10-07 12:30,L_Cmd,22741,1,1137050,-1740,-0.15,2380,0.21,-1920,-0.17,1536360,384.09,19
3909,多頭出場,2024-10-07 16:45,L_Exit_Add,22632,1,1138800,-7240,-0.64,630,0.06,-7220,-0.63,1529140,382.29,34
3909,多頭進場,2024-10-07 12:45,L_Add,22776,1,1138800,-7240,-0.64,630,0.06,-7220,-0.63,1529140,382.29,34
3910,多頭出場,2024-10-08 08:55,Trend Rev,22598,1,1130100,-240,-0.02,380,0.03,-1020,-0.09,1528900,382.23,1
3910,多頭進場,2024-10-08 08:50,L_Cmd,22602,1,1130100,-240,-0.02,380,0.03,-1020,-0.09,1528900,382.23,1
3911,多頭出場,2024-10-08 22:20,L_Cmd_Fast,22698,1,1136250,-1390,-0.12,980,0.09,-2070,-0.18,1527510,381.88,4
3911,多頭進場,2024-10-08 22:00,L_Cmd,22725,1,1136250,-1390,-0.12,980,0.09,-2070,-0.18,1527510,381.88,4
3912,多頭出場,2024-10-09 01:10,L_Cmd_Fast,22740,1,1138300,-1340,-0.12,2430,0.21,-1770,-0.16,1526170,381.54,26
3912,多頭進場,2024-10-08 23:00,L_Cmd,22766,1,1138300,-1340,-0.12,2430,0.21,-1770,-0.16,1526170,381.54,26
3913,多頭出場,2024-10-10 00:55,L_G_Cut,22721,1,1135700,310,0.03,4080,0.36,-120,-0.01,1526420,381.61,23
3913,多頭進場,2024-10-09 23:00,L_Cmd,22714,1,1135700,310,0.03,4080,0.36,-120,-0.01,1526420,381.61,23
3914,多頭出場,2024-10-10 04:20,L_G_Cut,22780,1,1137500,1460,0.13,4230,0.37,-2220,-0.20,1527880,381.97,62
3914,多頭進場,2024-10-09 23:10,L_Add,22750,1,1137500,1460,0.13,4230,0.37,-2220,-0.20,1527880,381.97,62
3915,多頭出場,2024-10-11 08:50,L_Exit,22848,1,1138400,3960,0.35,4030,0.35,-3120,-0.27,1531840,382.96,64
3915,多頭進場,2024-10-09 23:45,L_Add,22768,1,1138400,3960,0.35,4030,0.35,-3120,-0.27,1531840,382.96,64
3916,多頭出場,2024-10-11 08:50,L_Exit_Add,22848,1,1138750,3610,0.32,3680,0.32,-3470,-0.30,1535470,383.87,62
3916,多頭進場,2024-10-09 23:55,L_G_進,22775,1,1138750,3610,0.32,3680,0.32,-3470,-0.30,1535470,383.87,62
3917,多頭出場,2024-10-11 09:00,TimeStop,22806,1,1140400,-140,-0.01,2030,0.18,-1770,-0.16,1535350,383.84,26
3917,多頭進場,2024-10-10 03:05,L_G_進,22808,1,1140400,-140,-0.01,2030,0.18,-1770,-0.16,1535350,383.84,26
3918,多頭出場,2024-10-11 09:05,L_Exit_Add,22876,1,1142450,1310,0.11,1380,0.12,-2670,-0.23,1536680,384.17,3
3918,多頭進場,2024-10-11 08:50,L_G_進,22849,1,1142450,1310,0.11,1380,0.12,-2670,-0.23,1536680,384.17,3
3919,多頭出場,2024-10-11 09:25,L_Exit_G,22987,1,1143500,5810,0.51,5880,0.51,-670,-0.06,1542430,385.61,3
3919,多頭進場,2024-10-11 09:10,L_Cmd,22870,1,1143500,5810,0.51,5880,0.51,-670,-0.06,1542430,385.61,3
3920,多頭出場,2024-10-11 09:30,L_Exit_G,23022,1,1146150,4910,0.43,4980,0.43,-70,-0.01,1547340,386.84,3
3920,多頭進場,2024-10-11 09:15,L_Add,22923,1,1146150,4910,0.43,4980,0.43,-70,-0.01,1547340,386.84,3
3921,多頭出場,2024-10-11 09:45,L_Exit_Add,23036,1,1146600,5160,0.45,5230,0.46,-120,-0.01,1552500,388.13,5
3921,多頭進場,2024-10-11 09:20,L_Add,22932,1,1146600,5160,0.45,5230,0.46,-120,-0.01,1552500,388.13,5
3922,多頭出場,2024-10-11 09:45,L_Exit_G,23036,1,1148000,3760,0.33,3830,0.33,-470,-0.04,1556280,389.07,4
3922,多頭進場,2024-10-11 09:25,L_G_進,22960,1,1148000,3760,0.33,3830,0.33,-470,-0.04,1556280,389.07,4
3923,多頭出場,2024-10-11 10:20,L_Exit_Add,23046,1,1149200,3060,0.27,3130,0.27,-720,-0.06,1559360,389.84,10
3923,多頭進場,2024-10-11 09:30,L_G_進,22984,1,1149200,3060,0.27,3130,0.27,-720,-0.06,1559360,389.84,10
3924,多頭出場,2024-10-11 12:45,L_Cmd_Fast,22950,1,1150050,-2590,-0.23,2330,0.20,-3170,-0.28,1556790,389.20,38
3924,多頭進場,2024-10-11 09:35,L_G_進,23001,1,1150050,-2590,-0.23,2330,0.20,-3170,-0.28,1556790,389.20,38
3925,多頭出場,2024-10-11 23:35,L_Exit,23010,1,1144850,5610,0.49,5680,0.50,-820,-0.07,1562340,390.59,19
3925,多頭進場,2024-10-11 22:00,L_Cmd,22897,1,1144850,5610,0.49,5680,0.50,-820,-0.07,1562340,390.59,19
3926,多頭出場,2024-10-12 01:30,L_Exit_G,23019,1,1147300,3610,0.31,3680,0.32,-1120,-0.10,1565950,391.49,40
3926,多頭進場,2024-10-11 22:10,L_Add,22946,1,1147300,3610,0.31,3680,0.32,-1120,-0.10,1565950,391.49,40
3927,多頭出場,2024-10-12 02:05,L_Exit_G,23035,1,1148500,3210,0.28,3280,0.29,-2320,-0.20,1569180,392.30,46
3927,多頭進場,2024-10-11 22:15,L_Add,22970,1,1148500,3210,0.28,3280,0.29,-2320,-0.20,1569180,392.30,46
3928,多頭出場,2024-10-12 02:15,L_Exit_Add,23055,1,1148800,3910,0.34,3980,0.35,-2620,-0.23,1573110,393.28,47
3928,多頭進場,2024-10-11 22:20,L_G_進,22976,1,1148800,3910,0.34,3980,0.35,-2620,-0.23,1573110,393.28,47
3929,多頭出場,2024-10-12 02:55,L_Exit_Add,23071,1,1150050,3460,0.30,3530,0.31,-2120,-0.18,1576590,394.15,39
3929,多頭進場,2024-10-11 23:40,L_G_進,23001,1,1150050,3460,0.30,3530,0.31,-2120,-0.18,1576590,394.15,39
3930,多頭出場,2024-10-14 11:00,L_Cmd_Fast,22950,1,1149550,-2090,-0.18,230,0.02,-2320,-0.20,1574500,393.63,4
3930,多頭進場,2024-10-14 10:40,L_Cmd,22991,1,1149550,-2090,-0.18,230,0.02,-2320,-0.20,1574500,393.63,4
3931,多頭出場,2024-10-14 17:40,L_Cmd_Fast,23032,1,1149500,2060,0.18,5780,0.50,-220,-0.02,1576540,394.14,58
3931,多頭進場,2024-10-14 11:35,L_Cmd,22990,1,1149500,2060,0.18,5780,0.50,-220,-0.02,1576540,394.14,58
3932,多頭出場,2024-10-14 21:05,L_Exit_Add,23076,1,1151500,2260,0.20,3780,0.33,-2120,-0.18,1578800,394.70,96
3932,多頭進場,2024-10-14 11:50,L_Add,23030,1,1151500,2260,0.20,3780,0.33,-2120,-0.18,1578800,394.70,96
3933,多頭出場,2024-10-14 21:55,L_Exit_Add,23161,1,1153850,4160,0.36,4230,0.37,-1220,-0.11,1582940,395.74,10
3933,多頭進場,2024-10-14 21:05,L_Add,23077,1,1153850,4160,0.36,4230,0.37,-1220,-0.11,1582940,395.74,10
3934,多頭出場,2024-10-15 03:30,L_G_Cut,23170,1,1155650,2810,0.24,4130,0.36,-420,-0.04,1585730,396.43,69
3934,多頭進場,2024-10-14 21:45,L_Add,23113,1,1155650,2810,0.24,4130,0.36,-420,-0.04,1585730,396.43,69
3935,多頭出場,2024-10-15 08:50,Trend Rev,23124,1,1157100,-940,-0.08,2680,0.23,-2070,-0.18,1584810,396.20,87
3935,多頭進場,2024-10-14 21:50,L_Add,23142,1,1157100,-940,-0.08,2680,0.23,-2070,-0.18,1584810,396.20,87
3936,多頭出場,2024-10-15 08:50,Trend Rev,23124,1,1158250,-2090,-0.18,1530,0.13,-3220,-0.28,1582740,395.69,80
3936,多頭進場,2024-10-14 22:25,L_Add,23165,1,1158250,-2090,-0.18,1530,0.13,-3220,-0.28,1582740,395.69,80
3937,多頭出場,2024-10-15 08:50,Trend Rev,23124,1,1158800,-2640,-0.23,980,0.08,-3770,-0.33,1580120,395.03,24
3937,多頭進場,2024-10-15 03:05,L_G_進,23176,1,1158800,-2640,-0.23,980,0.08,-3770,-0.33,1580120,395.03,24
3938,多頭出場,2024-10-15 09:45,L_Exit_G,23292,1,1159400,5160,0.45,5230,0.45,-1420,-0.12,1585220,396.31,4
3938,多頭進場,2024-10-15 09:25,L_Cmd,23188,1,1159400,5160,0.45,5230,0.45,-1420,-0.12,1585220,396.31,4
3939,多頭出場,2024-10-15 09:50,L_Exit,23321,1,1160950,5060,0.44,5130,0.44,-370,-0.03,1590280,397.57,3
3939,多頭進場,2024-10-15 09:35,L_Add,23219,1,1160950,5060,0.44,5130,0.44,-370,-0.03,1590280,397.57,3
3940,多頭出場,2024-10-15 09:50,L_Exit_Add,23321,1,1161900,4110,0.35,4180,0.36,-520,-0.04,1594410,398.60,2
3940,多頭進場,2024-10-15 09:40,L_Add,23238,1,1161900,4110,0.35,4180,0.36,-520,-0.04,1594410,398.60,2
3941,多頭出場,2024-10-15 09:50,L_Exit_G,23321,1,1162250,3760,0.32,3830,0.33,-120,-0.01,1598190,399.55,1
3941,多頭進場,2024-10-15 09:45,L_G_進,23245,1,1162250,3760,0.32,3830,0.33,-120,-0.01,1598190,399.55,1
3942,多頭出場,2024-10-15 10:10,L_Exit_Add,23347,1,1164200,3110,0.27,3180,0.27,-120,-0.01,1601280,400.32,4
3942,多頭進場,2024-10-15 09:50,L_G_進,23284,1,1164200,3110,0.27,3180,0.27,-120,-0.01,1601280,400.32,4
3943,多頭出場,2024-10-15 13:10,L_G_Cut,23317,1,1165700,110,0.01,3530,0.30,-720,-0.06,1601370,400.34,39
3943,多頭進場,2024-10-15 09:55,L_Add,23314,1,1165700,110,0.01,3530,0.30,-720,-0.06,1601370,400.34,39
3944,多頭出場,2024-10-15 15:00,Trend Rev,23285,1,1166300,-2090,-0.18,2930,0.25,-5120,-0.44,1599300,399.83,44
3944,多頭進場,2024-10-15 10:05,L_Add,23326,1,1166300,-2090,-0.18,2930,0.25,-5120,-0.44,1599300,399.83,44
3945,多頭出場,2024-10-15 15:00,Trend Rev,23285,1,1167500,-3290,-0.28,1730,0.15,-6320,-0.54,1596030,399.01,34
3945,多頭進場,2024-10-15 10:55,L_Add,23350,1,1167500,-3290,-0.28,1730,0.15,-6320,-0.54,1596030,399.01,34
3946,多頭出場,2024-10-15 15:00,Trend Rev,23285,1,1168250,-4040,-0.35,980,0.08,-7070,-0.61,1592010,398.00,33
3946,多頭進場,2024-10-15 11:00,L_G_進,23365,1,1168250,-4040,-0.35,980,0.08,-7070,-0.61,1592010,398.00,33
3947,多頭出場,2024-10-16 10:45,L_Exit_G,23132,1,1151150,5410,0.47,5480,0.48,-620,-0.05,1597360,399.34,13
3947,多頭進場,2024-10-16 09:40,L_Cmd,23023,1,1151150,5410,0.47,5480,0.48,-620,-0.05,1597360,399.34,13
3948,多頭出場,2024-10-16 11:00,L_Exit,23176,1,1152950,5810,0.50,5880,0.51,-1270,-0.11,1603170,400.79,14
3948,多頭進場,2024-10-16 09:50,L_Add,23059,1,1152950,5810,0.50,5880,0.51,-1270,-0.11,1603170,400.79,14
3949,多頭出場,2024-10-16 11:00,L_Exit_Add,23176,1,1153800,4960,0.43,5030,0.44,-2120,-0.18,1608150,402.04,13
3949,多頭進場,2024-10-16 09:55,L_Add,23076,1,1153800,4960,0.43,5030,0.44,-2120,-0.18,1608150,402.04,13
3950,多頭出場,2024-10-16 11:00,L_Exit_G,23176,1,1155300,3460,0.30,3530,0.31,-170,-0.01,1611630,402.91,4
3950,多頭進場,2024-10-16 10:40,L_G_進,23106,1,1155300,3460,0.30,3530,0.31,-170,-0.01,1611630,402.91,4
3951,多頭出場,2024-10-16 11:00,L_Exit_Add,23195,1,1156850,2860,0.25,2930,0.25,-670,-0.06,1614510,403.63,2
3951,多頭進場,2024-10-16 10:50,L_G_進,23137,1,1156850,2860,0.25,2930,0.25,-670,-0.06,1614510,403.63,2
3952,多頭出場,2024-10-16 12:40,L_Exit,23123,1,1160200,-4090,-0.35,2730,0.24,-4070,-0.35,1610380,402.60,14
3952,多頭進場,2024-10-16 11:30,L_Cmd,23204,1,1160200,-4090,-0.35,2730,0.24,-4070,-0.35,1610380,402.60,14
3953,多頭出場,2024-10-16 12:40,L_Exit_Add,23115,1,1162350,-6640,-0.57,580,0.05,-6620,-0.57,1603760,400.94,13
3953,多頭進場,2024-10-16 11:35,L_Add,23247,1,1162350,-6640,-0.57,580,0.05,-6620,-0.57,1603760,400.94,13
3954,多頭出場,2024-10-16 12:40,L_Exit_Add,23105,1,1162850,-7640,-0.66,30,0.00,-7620,-0.66,1596140,399.04,10
3954,多頭進場,2024-10-16 11:50,L_Add,23257,1,1162850,-7640,-0.66,30,0.00,-7620,-0.66,1596140,399.04,10
3955,多頭出場,2024-10-16 21:30,L_Exit,23170,1,1160900,-2440,-0.21,780,0.07,-2420,-0.21,1593700,398.43,5
3955,多頭進場,2024-10-16 21:05,L_Cmd,23218,1,1160900,-2440,-0.21,780,0.07,-2420,-0.21,1593700,398.43,5
3956,多頭出場,2024-10-16 23:55,L_Cmd_Fast,23183,1,1159900,-790,-0.07,2580,0.22,-1520,-0.13,1592890,398.22,21
3956,多頭進場,2024-10-16 22:10,L_Cmd,23198,1,1159900,-790,-0.07,2580,0.22,-1520,-0.13,1592890,398.22,21
3957,多頭出場,2024-10-17 00:50,Trend Rev,23155,1,1161700,-3990,-0.34,780,0.07,-4070,-0.35,1588920,397.23,29
3957,多頭進場,2024-10-16 22:25,L_Add,23234,1,1161700,-3990,-0.34,780,0.07,-4070,-0.35,1588920,397.23,29
3958,多頭出場,2024-10-17 13:30,L_G_Cut,23163,1,1157450,660,0.06,5880,0.51,-920,-0.08,1589520,397.38,25
3958,多頭進場,2024-10-17 11:25,L_Cmd,23149,1,1157450,660,0.06,5880,0.51,-920,-0.08,1589520,397.38,25
3959,多頭出場,2024-10-17 13:30,L_Cmd_Fast,23163,1,1159900,-1790,-0.15,3430,0.30,-2820,-0.24,1587750,396.94,19
3959,多頭進場,2024-10-17 11:55,L_Add,23198,1,1159900,-1790,-0.15,3430,0.30,-2820,-0.24,1587750,396.94,19
3960,多頭出場,2024-10-17 15:00,L_Exit_Add,23487,1,1162350,11960,1.03,12030,1.03,-4620,-0.40,1599730,399.93,8
3960,多頭進場,2024-10-17 13:10,L_Add,23247,1,1162350,11960,1.03,12030,1.03,-4620,-0.40,1599730,399.93,8
3961,多頭出場,2024-10-17 15:00,L_Exit_Add,23487,1,1161850,12460,1.07,12530,1.08,-4120,-0.35,1612210,403.05,7
3961,多頭進場,2024-10-17 13:15,L_G_進,23237,1,1161850,12460,1.07,12530,1.08,-4120,-0.35,1612210,403.05,7
3962,多頭出場,2024-10-17 23:25,L_Exit_G,23987,1,1191700,7610,0.64,7680,0.64,-4270,-0.36,1619760,404.94,18
3962,多頭進場,2024-10-17 21:55,L_Cmd,23834,1,1191700,7610,0.64,7680,0.64,-4270,-0.36,1619760,404.94,18
3963,多頭出場,2024-10-18 02:20,L_G_Cut,23920,1,1194150,1810,0.15,5230,0.44,-1270,-0.11,1621570,405.39,45
3963,多頭進場,2024-10-17 22:35,L_Add,23883,1,1194150,1810,0.15,5230,0.44,-1270,-0.11,1621570,405.39,45
3964,多頭出場,2024-10-18 02:25,L_Cmd_Fast,23910,1,1195450,10,0.00,3930,0.33,-1570,-0.13,1621600,405.40,41
3964,多頭進場,2024-10-17 23:00,L_Add,23909,1,1195450,10,0.00,3930,0.33,-1570,-0.13,1621600,405.40,41
3965,多頭出場,2024-10-18 08:55,Trend Rev,23778,1,1196400,-7540,-0.63,2980,0.25,-7870,-0.66,1614080,403.52,72
3965,多頭進場,2024-10-17 23:10,L_G_進,23928,1,1196400,-7540,-0.63,2980,0.25,-7870,-0.66,1614080,403.52,72
3966,多頭出場,2024-10-18 08:55,Trend Rev,23778,1,1198050,-9190,-0.77,1130,0.09,-9520,-0.79,1604910,401.23,68
3966,多頭進場,2024-10-17 23:30,L_G_進,23961,1,1198050,-9190,-0.77,1130,0.09,-9520,-0.79,1604910,401.23,68
3967,多頭出場,2024-10-21 09:05,Trend Rev,23748,1,1189000,-1640,-0.14,580,0.05,-2170,-0.18,1603270,400.82,3
3967,多頭進場,2024-10-21 08:50,L_Cmd,23780,1,1189000,-1640,-0.14,580,0.05,-2170,-0.18,1603270,400.82,3
3968,多頭出場,2024-10-21 22:40,Trend Rev,23572,1,1180400,-1840,-0.16,3030,0.26,-2170,-0.18,1601390,400.35,13
3968,多頭進場,2024-10-21 21:35,L_Cmd,23608,1,1180400,-1840,-0.16,3030,0.26,-2170,-0.18,1601390,400.35,13
3969,多頭出場,2024-10-21 22:40,Trend Rev,23572,1,1181850,-3290,-0.28,1580,0.13,-3620,-0.31,1598120,399.53,9
3969,多頭進場,2024-10-21 21:55,L_Add,23637,1,1181850,-3290,-0.28,1580,0.13,-3620,-0.31,1598120,399.53,9
3970,多頭出場,2024-10-21 22:40,Trend Rev,23572,1,1182850,-4290,-0.36,280,0.02,-4620,-0.39,1593850,398.46,4
3970,多頭進場,2024-10-21 22:20,L_Add,23657,1,1182850,-4290,-0.36,280,0.02,-4620,-0.39,1593850,398.46,4
3971,多頭出場,2024-10-22 16:55,L_Cmd_Fast,23574,1,1180000,-1340,-0.11,3330,0.28,-1470,-0.12,1592510,398.13,23
3971,多頭進場,2024-10-22 15:00,L_Cmd,23600,1,1180000,-1340,-0.11,3330,0.28,-1470,-0.12,1592510,398.13,23
3972,多頭出場,2024-10-23 04:00,L_Exit,23573,1,1180750,-2140,-0.18,80,0.01,-2120,-0.18,1590370,397.59,1
3972,多頭進場,2024-10-23 03:55,L_Cmd,23615,1,1180750,-2140,-0.18,80,0.01,-2120,-0.18,1590370,397.59,1
3973,空頭出場,2024-10-23 13:20,S_Cmd_Fast,23427,1,1168300,-3090,-0.26,1430,0.12,-3320,-0.28,1587280,396.82,22
3973,空頭進場,2024-10-23 11:30,S_Cmd,23366,1,1168300,-3090,-0.26,1430,0.12,-3320,-0.28,1587280,396.82,22
3974,空頭出場,2024-10-24 01:10,S_Exit,23230,1,1166300,4760,0.41,4830,0.41,-370,-0.03,1592020,398.01,10
3974,空頭進場,2024-10-24 00:20,S_Cmd,23326,1,1166300,4760,0.41,4830,0.41,-370,-0.03,1592020,398.01,10
3975,空頭出場,2024-10-24 01:40,S_Exit_Add,23191,1,1164150,4560,0.39,4630,0.40,-2220,-0.19,1596600,399.15,14
3975,空頭進場,2024-10-24 00:30,S_Add,23283,1,1164150,4560,0.39,4630,0.40,-2220,-0.19,1596600,399.15,14
3976,空頭出場,2024-10-24 10:20,S_Cmd_Fast,23363,1,1163850,-4340,-0.37,530,0.05,-4370,-0.38,1592260,398.07,2
3976,空頭進場,2024-10-24 10:10,S_Cmd,23277,1,1163850,-4340,-0.37,530,0.05,-4370,-0.38,1592260,398.07,2
3977,空頭出場,2024-10-24 15:00,S_Cmd_Fast,23290,1,1163250,-1290,-0.11,3130,0.27,-1820,-0.16,1590950,397.74,21
3977,空頭進場,2024-10-24 12:00,S_Cmd,23265,1,1163250,-1290,-0.11,3130,0.27,-1820,-0.16,1590950,397.74,21
3978,空頭出場,2024-10-24 15:05,Trend Rev,23328,1,1161050,-5390,-0.46,930,0.08,-5670,-0.49,1585580,396.40,12
3978,空頭進場,2024-10-24 12:50,S_Add,23221,1,1161050,-5390,-0.46,930,0.08,-5670,-0.49,1585580,396.40,12
3979,空頭出場,2024-10-24 22:40,Trend Rev,23352,1,1165050,-2590,-0.22,430,0.04,-2670,-0.23,1582990,395.75,2
3979,空頭進場,2024-10-24 22:30,S_Cmd,23301,1,1165050,-2590,-0.22,430,0.04,-2670,-0.23,1582990,395.75,2
3980,空頭出場,2024-10-25 01:45,S_Cmd_Fast,23292,1,1162400,-2240,-0.19,2080,0.18,-2320,-0.20,1580730,395.18,23
3980,空頭進場,2024-10-24 23:50,S_Cmd,23248,1,1162400,-2240,-0.19,2080,0.18,-2320,-0.20,1580730,395.18,23
3981,空頭出場,2024-10-25 03:25,Trend Rev,23309,1,1160550,-4940,-0.43,130,0.01,-4920,-0.42,1575810,393.95,38
3981,空頭進場,2024-10-25 00:15,S_Add,23211,1,1160550,-4940,-0.43,130,0.01,-4920,-0.42,1575810,393.95,38
3982,空頭出場,2024-10-25 08:55,S_Exit,23302,1,1163050,-2090,-0.18,230,0.02,-2070,-0.18,1573720,393.43,1
3982,空頭進場,2024-10-25 08:50,S_Cmd,23261,1,1163050,-2090,-0.18,230,0.02,-2070,-0.18,1573720,393.43,1
3983,空頭出場,2024-10-25 12:20,Trend Rev,23329,1,1165700,-790,-0.07,1280,0.11,-920,-0.08,1572930,393.23,7
3983,空頭進場,2024-10-25 11:45,S_Cmd,23314,1,1165700,-790,-0.07,1280,0.11,-920,-0.08,1572930,393.23,7
3984,多頭出場,2024-10-25 18:00,L_Exit,23589,1,1173200,6210,0.53,6280,0.54,-170,-0.01,1579140,394.79,36
3984,多頭進場,2024-10-25 15:00,L_Cmd,23464,1,1173200,6210,0.53,6280,0.54,-170,-0.01,1579140,394.79,36
3985,多頭出場,2024-10-26 00:20,L_Cmd_Fast,23639,1,1183400,-1490,-0.13,2030,0.17,-1820,-0.15,1577630,394.41,28
3985,多頭進場,2024-10-25 22:00,L_Cmd,23668,1,1183400,-1490,-0.13,2030,0.17,-1820,-0.15,1577630,394.41,28
3986,多頭出場,2024-10-26 01:20,L_Exit_Add,23594,1,1184550,-4890,-0.41,880,0.07,-4870,-0.41,1572760,393.19,35
3986,多頭進場,2024-10-25 22:25,L_Add,23691,1,1184550,-4890,-0.41,880,0.07,-4870,-0.41,1572760,393.19,35
3987,多頭出場,2024-10-28 09:10,L_Exit,23566,1,1181500,-3240,-0.27,330,0.03,-3220,-0.27,1569520,392.38,4
3987,多頭進場,2024-10-28 08:50,L_Cmd,23630,1,1181500,-3240,-0.27,330,0.03,-3220,-0.27,1569520,392.38,4
3988,空頭出場,2024-10-28 12:45,S_Exit,23348,1,1162600,-4840,-0.42,1930,0.17,-4820,-0.41,1564680,391.17,9
3988,空頭進場,2024-10-28 12:00,S_Cmd,23252,1,1162600,-4840,-0.42,1930,0.17,-4820,-0.41,1564680,391.17,9
3989,空頭出場,2024-10-29 00:25,S_Cmd_Fast,23201,1,1157550,-2540,-0.22,180,0.02,-3120,-0.27,1562140,390.54,16
3989,空頭進場,2024-10-28 23:05,S_Cmd,23151,1,1157550,-2540,-0.22,180,0.02,-3120,-0.27,1562140,390.54,16
3990,空頭出場,2024-10-29 08:45,S_Exit,23089,1,1158750,4260,0.37,4330,0.37,-670,-0.06,1566380,391.60,14
3990,空頭進場,2024-10-29 03:50,S_Cmd,23175,1,1158750,4260,0.37,4330,0.37,-670,-0.06,1566380,391.60,14
3991,空頭出場,2024-10-29 08:45,S_Exit_Add,23089,1,1157600,3110,0.27,3180,0.27,-1820,-0.16,1569510,392.38,13
3991,空頭進場,2024-10-29 03:55,S_Add,23152,1,1157600,3110,0.27,3180,0.27,-1820,-0.16,1569510,392.38,13
3992,空頭出場,2024-10-29 09:00,S_Exit,23008,1,1155300,4860,0.42,4930,0.43,-920,-0.08,1574350,393.59,2
3992,空頭進場,2024-10-29 08:50,S_Cmd,23106,1,1155300,4860,0.42,4930,0.43,-920,-0.08,1574350,393.59,2
3993,空頭出場,2024-10-29 09:05,S_Exit_Add,22929,1,1152900,6410,0.56,6480,0.56,-120,-0.01,1580760,395.19,1
3993,空頭進場,2024-10-29 09:00,S_Add,23058,1,1152900,6410,0.56,6480,0.56,-120,-0.01,1580760,395.19,1
3994,空頭出場,2024-10-29 09:05,S_Exit_Add,22929,1,1151100,4610,0.40,4680,0.41,-20,0.00,1585390,396.35,0
3994,空頭進場,2024-10-29 09:05,S_Add,23022,1,1151100,4610,0.40,4680,0.41,-20,0.00,1585390,396.35,0
3995,空頭出場,2024-10-29 10:00,S_Exit,22718,1,1143450,7510,0.66,7580,0.66,-20,0.00,1592880,398.22,2
3995,空頭進場,2024-10-29 09:50,S_Cmd,22869,1,1143450,7510,0.66,7580,0.66,-20,0.00,1592880,398.22,2
3996,空頭出場,2024-10-29 13:25,S_Exit_Add,22939,1,1140200,-6790,-0.60,5630,0.49,-6770,-0.59,1586070,396.52,41
3996,空頭進場,2024-10-29 10:00,S_Add,22804,1,1140200,-6790,-0.60,5630,0.49,-6770,-0.59,1586070,396.52,41
3997,空頭出場,2024-10-29 13:25,S_Exit_Add,22956,1,1136800,-11040,-0.97,2230,0.20,-11020,-0.97,1575050,393.76,40
3997,空頭進場,2024-10-29 10:05,S_Add,22736,1,1136800,-11040,-0.97,2230,0.20,-11020,-0.97,1575050,393.76,40
3998,空頭出場,2024-10-29 13:40,Trend Rev,22999,1,1135950,-14040,-1.24,1380,0.12,-14370,-1.26,1561030,390.26,42
3998,空頭進場,2024-10-29 10:10,S_Add,22719,1,1135950,-14040,-1.24,1380,0.12,-14370,-1.26,1561030,390.26,42
3999,空頭出場,2024-10-30 04:55,Trend Rev,23054,1,1152050,-690,-0.06,330,0.03,-1070,-0.09,1560340,390.09,4
3999,空頭進場,2024-10-30 04:35,S_Cmd,23041,1,1152050,-690,-0.06,330,0.03,-1070,-0.09,1560340,390.09,4
4000,空頭出場,2024-10-30 09:30,S_Exit,23062,1,1149750,-3390,-0.29,580,0.05,-3370,-0.29,1556950,389.24,3
4000,空頭進場,2024-10-30 09:15,S_Cmd,22995,1,1149750,-3390,-0.29,580,0.05,-3370,-0.29,1556950,389.24,3
